id,YEAR,DATE,state_name,state_code,district_name,district_code,registeration_circles,tampering_computer_source_documents,computer_related_offences,cyber_terrorism,pub_of_sexually_exp_act_elec_form,intrcptn_montr_decryp_info,unauthorized_access_to_protected_computer_system,abetment_to_commit_offences,attempt_to_commit_offences,other_sections_of_it_act,abetment_of_suicide_online,cyber_stalking_bullying_of_women_or_children,data_theft,fraud,cheating,forgery,defamation_or_morphing,fake_profile,counterfeiting,cyber_blackmailing_threatening,fake_news_on_social_media,other_offences,gambling_act,lotteries_act,copy_right_act,trade_marks_act,other_sll_crimes,total_cyber_crimes
424,2021,01-01-2021,Madhya Pradesh,23,Umaria,436,Umaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,2021,01-01-2021,Madhya Pradesh,23,Vidisha,437,Vidisha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,2021,01-01-2021,Madhya Pradesh,23,Indore,410,Cyber Crime Cell,0,128,0,35,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
427,2021,01-01-2021,Madhya Pradesh,23,Niwari,722,Niwari,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,6
428,2021,01-01-2021,Maharashtra,27,Ahmednagar,466,Ahmednagar,0,4,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19
429,2021,01-01-2021,Maharashtra,27,Akola,467,Akola,0,3,0,2,0,0,0,0,0,0,4,0,13,2,0,0,1,0,0,0,9,0,0,0,0,0,34
430,2021,01-01-2021,Maharashtra,27,Amravati,468,Amravati Commissionerate,0,1,0,2,0,0,0,0,0,0,7,0,0,51,0,0,0,0,0,0,6,0,0,0,0,0,67
431,2021,01-01-2021,Maharashtra,27,Amravati,468,Amravati Rural,0,6,0,1,0,0,0,0,0,0,2,0,52,0,0,0,0,0,0,0,1,0,0,0,0,0,62
432,2021,01-01-2021,Maharashtra,27,Chhatrapati Sambhajinagar,469,Aurangabad Commissionerate,0,3,0,9,0,0,0,0,0,0,20,0,22,21,0,0,0,0,0,0,5,0,0,0,0,0,80
433,2021,01-01-2021,Maharashtra,27,Chhatrapati Sambhajinagar,469,Aurangabad Rural,0,7,0,2,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17
434,2021,01-01-2021,Maharashtra,27,Beed,470,Beed,0,6,0,0,0,0,0,0,0,0,8,0,96,1,0,1,2,0,0,0,5,0,0,0,0,0,119
435,2021,01-01-2021,Maharashtra,27,Bhandara,471,Bhandara,0,1,0,4,0,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,16,0,0,0,0,0,47
436,2021,01-01-2021,Maharashtra,27,Buldhana,472,Buldhana,0,19,0,3,0,0,0,0,2,0,5,0,23,1,1,0,0,0,0,0,7,0,0,0,0,0,61
437,2021,01-01-2021,Maharashtra,27,Chandrapur,473,Chandrapur,0,5,0,3,0,0,0,0,4,0,5,0,50,0,0,0,0,0,0,0,6,0,0,0,0,0,73
438,2021,01-01-2021,Maharashtra,27,Dhule,474,Dhule,0,3,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14
439,2021,01-01-2021,Maharashtra,27,Gadchiroli,475,Gadchiroli,0,0,0,2,0,0,0,0,0,0,1,0,8,5,0,0,1,0,1,0,1,0,0,0,0,0,19
440,2021,01-01-2021,Maharashtra,27,Gondia,476,Gondia,0,5,0,0,0,0,0,0,0,0,5,0,10,1,0,0,1,0,1,0,3,0,0,0,0,0,26
441,2021,01-01-2021,Maharashtra,27,Hingoli,477,Hingoli,0,0,0,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,6,0,0,0,0,0,12
442,2021,01-01-2021,Maharashtra,27,Jalgaon,478,Jalgaon,1,8,0,3,0,0,0,0,0,0,5,0,25,31,6,0,1,0,1,0,23,0,0,0,0,0,104
443,2021,01-01-2021,Maharashtra,27,Jalna,479,Jalna,2,4,0,6,0,0,0,0,0,0,8,0,25,1,0,0,0,0,4,1,0,0,0,0,0,0,51
444,2021,01-01-2021,Maharashtra,27,Kolhapur,480,Kolhapur,0,3,0,1,0,0,0,0,0,0,13,2,15,7,0,0,1,0,1,1,11,0,0,0,0,0,55
445,2021,01-01-2021,Maharashtra,27,Latur,481,Latur,0,7,0,5,0,0,0,0,0,0,6,0,18,2,0,0,0,0,0,0,2,0,0,0,0,0,40
446,2021,01-01-2021,Maharashtra,27,Mumbai,482,Mumbai Commissionerate,0,11,0,5,0,0,0,0,3,0,178,20,777,1577,19,2,18,0,7,8,257,0,0,1,0,0,2883
447,2021,01-01-2021,Maharashtra,27,Mumbai,482,Mumbai Railway,0,0,0,0,0,0,0,0,0,0,0,16,6,4,2,0,0,0,0,0,4,0,0,0,0,0,32
448,2021,01-01-2021,Maharashtra,27,Nagpur,484,Nagpur Commissionerate,0,4,0,15,0,0,0,0,0,0,29,0,5,115,0,0,0,0,0,0,24,0,0,0,0,0,192
449,2021,01-01-2021,Maharashtra,27,Nagpur,484,Nagpur Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
450,2021,01-01-2021,Maharashtra,27,Nagpur,484,Nagpur Rural,0,6,0,5,0,0,0,0,0,1,6,0,22,2,0,0,0,0,0,0,7,0,0,0,0,0,49
451,2021,01-01-2021,Maharashtra,27,Nanded,485,Nanded,0,2,0,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,5,0,0,0,0,0,15
452,2021,01-01-2021,Maharashtra,27,Nandurbar,486,Nandurbar,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,9
453,2021,01-01-2021,Maharashtra,27,Nashik,487,Nashik Commissionerate,0,5,0,0,0,0,0,0,0,0,2,0,0,31,0,0,0,0,0,0,4,0,0,0,0,0,42
454,2021,01-01-2021,Maharashtra,27,Nashik,487,Nashik Rural,0,14,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24
455,2021,01-01-2021,Maharashtra,27,Mumbai,482,Navi Mumbai,1,16,0,10,0,0,0,0,0,0,19,0,89,27,0,0,1,0,1,1,8,0,0,0,0,0,173
456,2021,01-01-2021,Maharashtra,27,Dharashiv,488,Osmanabad,0,0,0,4,0,0,0,0,0,0,1,1,16,17,1,0,1,0,0,0,0,0,0,0,0,0,41
457,2021,01-01-2021,Maharashtra,27,Palghar,665,Palghar,1,1,0,5,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,16
458,2021,01-01-2021,Maharashtra,27,Parbhani,489,Parbhani,0,1,0,5,0,0,0,0,2,0,6,0,14,1,0,0,0,0,0,0,5,0,0,1,0,0,35
459,2021,01-01-2021,Maharashtra,27,Pune,490,Pune Commissionerate,0,47,0,4,0,0,0,0,0,0,13,2,128,16,0,0,0,0,1,2,12,0,0,0,0,0,225
460,2021,01-01-2021,Maharashtra,27,Pune,490,Pune Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,2021,01-01-2021,Maharashtra,27,Pune,490,Pune Rural,0,2,0,2,0,0,0,0,0,0,9,0,15,1,0,0,0,0,0,0,10,0,0,0,0,0,39
462,2021,01-01-2021,Maharashtra,27,Raigad,491,Raigad,0,1,0,0,0,0,0,0,0,0,5,0,27,4,0,0,6,0,0,0,2,4,0,0,0,0,49
463,2021,01-01-2021,Maharashtra,27,Ratnagiri,492,Ratnagiri,0,1,0,6,0,0,0,0,0,0,4,0,23,7,0,0,1,0,0,0,3,0,0,0,0,0,45
464,2021,01-01-2021,Maharashtra,27,Sangli,493,Sangli,0,2,0,7,0,0,0,0,0,0,2,1,32,0,2,0,0,0,0,0,10,0,0,0,0,0,56
465,2021,01-01-2021,Maharashtra,27,Satara,494,Satara,0,2,0,1,0,0,0,0,0,0,5,0,19,10,0,0,0,0,0,0,11,0,0,0,0,1,49
466,2021,01-01-2021,Maharashtra,27,Sindhudurg,495,Sindhudurg,0,1,0,0,0,0,0,0,0,0,8,0,5,6,0,0,0,0,0,0,2,0,0,0,0,0,22
467,2021,01-01-2021,Maharashtra,27,Solapur,496,Solapur Commissionerate,0,0,0,3,0,0,0,0,0,0,5,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,30
468,2021,01-01-2021,Maharashtra,27,Solapur,496,Solapur Rural,0,0,0,0,0,0,0,0,1,0,11,0,9,0,0,0,2,0,0,0,25,0,0,0,0,0,48
469,2021,01-01-2021,Maharashtra,27,Thane,497,Thane Commissionerate,0,52,0,14,0,0,0,0,4,0,37,2,56,44,0,0,0,0,5,2,30,1,0,0,0,0,247
470,2021,01-01-2021,Maharashtra,27,Thane,497,Thane Rural,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,11
471,2021,01-01-2021,Maharashtra,27,Wardha,498,Wardha,0,17,0,1,0,0,0,0,0,0,6,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,47
472,2021,01-01-2021,Maharashtra,27,Washim,499,Washim,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,14
473,2021,01-01-2021,Maharashtra,27,Yavatmal,500,Yavatmal,0,3,0,2,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,25
474,2021,01-01-2021,Maharashtra,27,Pune,490,Pimpri Chinchwad City,0,63,0,11,0,0,0,0,0,0,7,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,89
475,2021,01-01-2021,Maharashtra,27,Chhatrapati Sambhajinagar,469,Aurangabad Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,2021,01-01-2021,Maharashtra,27,Thane,497,Mira Bhayandar Vasai Virar Commissionerate,0,8,0,5,0,0,0,0,0,0,16,1,16,72,0,0,0,0,3,0,31,0,2,0,0,0,154
477,2021,01-01-2021,Manipur,14,Bishnupur,252,Bishnupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,2021,01-01-2021,Manipur,14,Chandel,253,Chandel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,2021,01-01-2021,Manipur,14,Churachandpur,254,Churachandpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,2021,01-01-2021,Manipur,14,Imphal West,256,CID,0,1,0,1,0,0,0,0,0,0,19,0,0,12,1,0,10,0,0,1,8,0,0,1,0,0,54
481,2021,01-01-2021,Manipur,14,Imphal East,255,Imphal East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,2021,01-01-2021,Manipur,14,Imphal West,256,Imphal West,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
483,2021,01-01-2021,Manipur,14,Senapati,257,Senapati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2021,01-01-2021,Manipur,14,Tamenglong,258,Tamenglong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,2021,01-01-2021,Manipur,14,Thoubal,259,Thoubal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
486,2021,01-01-2021,Manipur,14,Ukhrul,260,Ukhrul,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
487,2021,01-01-2021,Manipur,14,Kakching,711,Kakching,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
488,2021,01-01-2021,Manipur,14,Kamjong,717,Kamjong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,2021,01-01-2021,Manipur,14,Kangpokpi,712,Kangpokpi,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
490,2021,01-01-2021,Manipur,14,Jiribam,713,Jiribam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,2021,01-01-2021,Manipur,14,Noney,714,Noney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,2021,01-01-2021,Manipur,14,Pherzawl,715,Pherzawl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,2021,01-01-2021,Manipur,14,Tengnoupal,716,Tengnoupal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,2021,01-01-2021,Manipur,14,Imphal West,256,Narcotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,2021,01-01-2021,Meghalaya,17,East Garo Hills,273,East Garo Hills,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
496,2021,01-01-2021,Meghalaya,17,North Garo Hills,656,North Garo Hills,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
497,2021,01-01-2021,Meghalaya,17,South Garo Hills,277,South Garo Hills,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
498,2021,01-01-2021,Meghalaya,17,South West Garo Hills,663,South West Garo Hills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,2021,01-01-2021,Meghalaya,17,West Garo Hills,278,West Garo Hills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,2021,01-01-2021,Meghalaya,17,West Jaintia Hills,275,West Jaintia Hills,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
501,2021,01-01-2021,Meghalaya,17,East Jaintia Hills,657,East Jaintia Hills,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
502,2021,01-01-2021,Meghalaya,17,East Khasi Hills,274,East Khasi Hills,0,53,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
503,2021,01-01-2021,Meghalaya,17,South West Khasi Hills,658,South West Khasi Hills,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
504,2021,01-01-2021,Meghalaya,17,West Khasi Hills,279,West Khasi Hills,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
505,2021,01-01-2021,Meghalaya,17,Ri Bhoi,276,Ri Bhoi,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
506,2021,01-01-2021,Meghalaya,17,East Khasi Hills,274,Cyber Cell,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
507,2021,01-01-2021,Mizoram,15,Aizawl,261,Aizawl,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
508,2021,01-01-2021,Mizoram,15,Champhai,262,Champhai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,2021,01-01-2021,Mizoram,15,Kolasib,263,Kolasib,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
510,2021,01-01-2021,Mizoram,15,Lawngtlai,264,Lawngtlai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,2021,01-01-2021,Mizoram,15,Lunglei,265,Lunglei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,2021,01-01-2021,Mizoram,15,Mamit,266,Mamit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,2021,01-01-2021,Mizoram,15,Siaha,267,Saiha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,2021,01-01-2021,Mizoram,15,Serchhip,268,Serchhip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,2021,01-01-2021,Mizoram,15,Aizawl,261,SPL Narcotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,2021,01-01-2021,Mizoram,15,Saitual,727,Saitual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,2021,01-01-2021,Mizoram,15,Khawzawl,728,Khawzawl,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
518,2021,01-01-2021,Mizoram,15,Hnahthial,726,Hnahthial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,2021,01-01-2021,Mizoram,15,Aizawl,261,Cyber,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,9,0,0,0,0,0,23
520,2021,01-01-2021,Nagaland,13,Dimapur,244,Dimapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,2021,01-01-2021,Nagaland,13,Kiphire,614,Kiphire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,2021,01-01-2021,Nagaland,13,Kohima,245,Kohima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,2021,01-01-2021,Nagaland,13,Longleng,615,Longleng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,2021,01-01-2021,Nagaland,13,Mokokchung,246,Mokokchung,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
525,2021,01-01-2021,Nagaland,13,Mon,247,Mon,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
526,2021,01-01-2021,Nagaland,13,Peren,613,Peren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,2021,01-01-2021,Nagaland,13,Phek,248,Phek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,2021,01-01-2021,Nagaland,13,Tuensang,249,Tuensang,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
529,2021,01-01-2021,Nagaland,13,Wokha,250,Wokha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,2021,01-01-2021,Nagaland,13,Zunheboto,251,Zunheboto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,2021,01-01-2021,Odisha,21,Anugul,344,Angul,0,5,0,17,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,3,136
532,2021,01-01-2021,Odisha,21,Baleshwar,346,Balasore,0,1,0,34,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,43
533,2021,01-01-2021,Odisha,21,Bargarh,347,Baragarh,0,3,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,43
534,2021,01-01-2021,Odisha,21,Baleshwar,346,Berhampur,0,0,0,16,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,37
535,2021,01-01-2021,Odisha,21,Bhadrak,348,Bhadrak,0,9,0,37,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,69
536,2021,01-01-2021,Odisha,21,Balangir,345,Bolangir,0,19,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,8,82
537,2021,01-01-2021,Odisha,21,Boudh,349,Boudh,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,7
538,2021,01-01-2021,Odisha,21,Cuttack,350,Cuttack,0,6,0,29,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,48
539,2021,01-01-2021,Odisha,21,Khordha,362,DCP Bhubaneswar,0,6,0,23,0,0,0,0,0,0,0,0,103,1,0,0,0,0,0,0,0,0,0,0,0,13,146
540,2021,01-01-2021,Odisha,21,Cuttack,350,Dcp Cuttack,0,10,0,23,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,5,139
541,2021,01-01-2021,Odisha,21,Deogarh,351,Deogarh,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9
542,2021,01-01-2021,Odisha,21,Dhenkanal,352,Dhenkanal,0,12,0,19,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,1,45
543,2021,01-01-2021,Odisha,21,Gajapati,353,Gajapati,0,5,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,23
544,2021,01-01-2021,Odisha,21,Ganjam,354,Ganjam,0,0,0,30,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,76
545,2021,01-01-2021,Odisha,21,Jagatsinghapur,355,Jagatsinghpur,0,0,0,7,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,36
546,2021,01-01-2021,Odisha,21,Jajapur,356,Jajpur,0,2,0,39,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,91
547,2021,01-01-2021,Odisha,21,Jharsuguda,357,Jharsuguda,0,3,0,6,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,48
548,2021,01-01-2021,Odisha,21,Kalahandi,358,Kalahandi,0,6,0,22,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,4,0,0,0,0,0,89
549,2021,01-01-2021,Odisha,21,Kandhamal,359,Kandhamal,0,1,0,7,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,24
550,2021,01-01-2021,Odisha,21,Kendrapara,360,Kendrapara,0,8,0,38,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,62
551,2021,01-01-2021,Odisha,21,Kendujhar,361,Keonjhar,0,4,0,6,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,27
552,2021,01-01-2021,Odisha,21,Khordha,362,Khurda,0,0,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
553,2021,01-01-2021,Odisha,21,Koraput,363,Koraput,0,2,0,9,0,0,0,0,9,0,0,0,36,0,0,0,0,0,0,0,9,0,0,0,0,0,65
554,2021,01-01-2021,Odisha,21,Malkangiri,364,Malkangiri,0,2,0,15,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,60
555,2021,01-01-2021,Odisha,21,Mayurbhanj,365,Mayurbhanj,0,12,0,41,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,3,0,2,0,0,0,132
556,2021,01-01-2021,Odisha,21,Nayagarh,367,Nayagarh,0,1,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,16
557,2021,01-01-2021,Odisha,21,Nabarangpur,366,Nabarangpur,0,0,0,21,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,51
558,2021,01-01-2021,Odisha,21,Nuapada,368,Nuapada,0,3,0,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,18
559,2021,01-01-2021,Odisha,21,Puri,369,Puri,0,9,0,36,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,2,86
560,2021,01-01-2021,Odisha,21,Rayagada,370,Rayagada,0,3,0,2,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,45
561,2021,01-01-2021,Odisha,21,Sundargarh,373,Rourkela,0,2,0,13,0,0,0,0,0,0,0,0,27,11,0,0,0,0,0,0,5,0,0,0,0,0,58
562,2021,01-01-2021,Odisha,21,Sambalpur,371,Sambalpur,0,5,0,16,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,97
563,2021,01-01-2021,Odisha,21,Sonepur,372,Sonepur,0,1,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,10
564,2021,01-01-2021,Odisha,21,Cuttack,350,SRP (Cuttack),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,2021,01-01-2021,Odisha,21,Sundargarh,373,SRP (Rourkela),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,2021,01-01-2021,Odisha,21,Sundargarh,373,Sundargarh,0,3,0,7,0,0,0,0,1,0,0,1,5,16,0,0,0,0,0,0,0,0,0,0,0,0,33
567,2021,01-01-2021,Odisha,21,Cuttack,350,CID Crime Branch,0,2,0,14,0,0,0,0,6,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,77
568,2021,01-01-2021,Punjab,3,Amritsar,27,Amritsar Rural,0,2,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,23
569,2021,01-01-2021,Punjab,3,Barnala,605,Barnala,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
570,2021,01-01-2021,Punjab,3,Gurdaspur,32,Batala,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
571,2021,01-01-2021,Punjab,3,Bathinda,28,Bathinda,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,6
572,2021,01-01-2021,Punjab,3,Amritsar,27,CP Amritsar,0,1,0,0,0,0,0,0,14,0,0,0,0,64,0,0,0,0,1,0,9,0,0,0,0,3,92
573,2021,01-01-2021,Punjab,3,Jalandhar,34,CP Jalandhar,0,6,0,7,0,0,0,0,0,0,2,0,0,18,0,0,0,0,2,0,4,0,0,0,0,1,40
574,2021,01-01-2021,Punjab,3,Ludhiana,36,CP Ludhiana,0,0,0,3,0,0,0,0,0,0,1,0,0,4,0,0,0,0,3,0,16,0,0,0,0,0,27
575,2021,01-01-2021,Punjab,3,Faridkot,29,Faridkot,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
